optrew,optER,valrew,valER,testrew,testER,epoch,norm val rew,norm val er,norm test rew,norm test ER
-23.3120501982,40.6801060268,-50.8532669306,68.3837890625,-51.2183063507,68.6474609375,550,-20.4917300127,-5.1176185866,-19.6061370397,-4.6565836299
-23.2556991198,40.625,-50.8455666065,68.41796875,-51.2003671885,68.6669921875,558,-20.488202011,-5.1210067764,-19.5983370069,-4.6583629893
-23.2994070534,40.7700892857,-50.8349049568,68.4375,-51.1898185253,68.61328125,566,-20.4833172401,-5.1229428848,-19.5937503982,-4.6534697509
-23.2503431192,40.2427455357,-50.8133683681,68.349609375,-51.1784389019,68.6572265625,571,-20.4734499772,-5.1142303969,-19.588802484,-4.6574733096
-23.2459863211,40.5552455357,-50.7785700798,68.3349609375,-51.1511183977,68.65234375,579,-20.4575066974,-5.1127783156,-19.5769233993,-4.6570284698
-23.3740123344,40.4987444196,-50.7435720205,68.28125,-51.118877697,68.6328125,586,-20.4414718899,-5.1074540174,-19.5629049898,-4.6552491103
-23.7236219014,40.6410435268,-50.734023571,68.2421875,-51.1094616175,68.603515625,594,-20.437097146,-5.1035818006,-19.5588108338,-4.6525800712
-23.3433750289,40.6961495536,-50.7306277514,68.33984375,-51.103088522,68.5693359375,602,-20.4355413079,-5.1132623427,-19.5560397817,-4.6494661922
-23.7336831208,40.80078125,-50.7190532446,68.3447265625,-51.0831570387,68.5595703125,605,-20.4302382999,-5.1137463698,-19.5473734783,-4.6485765125
-23.21433476,40.5880301339,-50.6783788919,68.212890625,-51.0421563625,68.5302734375,611,-20.4116028262,-5.1006776379,-19.52954619,-4.6459074733
-23.7374803594,40.4708426339,-50.6202251911,68.2568359375,-51.0003488064,68.4033203125,619,-20.3849589661,-5.1050338819,-19.5113680665,-4.634341637
-23.2577322394,40.2713448661,-50.5794133186,68.232421875,-50.9702104807,68.427734375,626,-20.366260486,-5.1026137464,-19.4982637796,-4.6365658363
-23.6654308383,40.6173270089,-50.596440959,68.2177734375,-50.9823466778,68.4716796875,634,-20.3740619167,-5.1011616651,-19.5035406556,-4.640569395
-23.2230785987,40.3857421875,-50.571445322,68.2421875,-50.9704634666,68.447265625,642,-20.3626098467,-5.1035818006,-19.4983737791,-4.6383451957
-23.7801367121,40.5126953125,-50.5700447321,68.2421875,-50.9587046385,68.427734375,647,-20.3619681485,-5.1035818006,-19.4932609849,-4.6365658363
-23.3781950589,40.7177734375,-50.600891161,68.1884765625,-50.9750802755,68.4326171875,655,-20.3761008335,-5.0982575024,-19.5003811895,-4.6370106762
-23.0220509763,40.478515625,-50.6003112555,68.2177734375,-50.9764035225,68.4521484375,662,-20.3758351424,-5.1011616651,-19.5009565435,-4.6387900356
-23.7418378681,40.5259486607,-50.5782502413,68.3203125,-50.9596168756,68.41796875,670,-20.3657276073,-5.1113262343,-19.4936576299,-4.6356761566
-23.5358441204,40.6201171875,-50.5683598042,68.271484375,-50.9508358717,68.4326171875,674,-20.3611961773,-5.1064859632,-19.4898396078,-4.6370106762
-23.7658791951,40.7121930804,-50.5333453178,68.2568359375,-50.9217019081,68.41796875,680,-20.3451538436,-5.1050338819,-19.4771720224,-4.6356761566
-23.4736126878,40.3843470982,-50.5366176605,68.26171875,-50.9197385073,68.408203125,687,-20.3466531092,-5.105517909,-19.4763183264,-4.6347864769
-23.381700996,40.8712332589,-50.5379087925,68.22265625,-50.9234039783,68.4521484375,695,-20.3472446578,-5.1016456922,-19.4779120906,-4.6387900356
-23.4991246649,40.5880301339,-50.5153026819,68.18359375,-50.9025323153,68.4228515625,702,-20.3368873797,-5.0977734753,-19.4688369925,-4.6361209964
-23.5549766881,40.5322265625,-50.5033970833,68.154296875,-50.8930419445,68.3935546875,710,-20.3314326778,-5.0948693127,-19.4647105343,-4.6334519573
-23.558344689,40.4506138393,-50.4753022909,68.18359375,-50.8738430738,68.3251953125,716,-20.3185606902,-5.0977734753,-19.4563627744,-4.6272241993
-23.571904658,40.556640625,-50.4851792336,68.2177734375,-50.8713603258,68.310546875,723,-20.3230859375,-5.1011616651,-19.4552832638,-4.6258896797
-23.1219761976,40.5210658482,-50.4439433813,68.076171875,-50.8505570173,68.28125,731,-20.3041932056,-5.087124879,-19.4462378867,-4.6232206406
-23.0027692011,40.2511160714,-50.3955949306,67.9931640625,-50.8094593525,68.1298828125,738,-20.282041746,-5.0788964182,-19.4283684272,-4.609430605
-23.4834729833,40.3494698661,-50.3859351397,67.978515625,-50.7961804152,68.1494140625,742,-20.2776159895,-5.0774443369,-19.4225946823,-4.6112099644
-23.5626903338,40.6689453125,-50.363631916,68.0029296875,-50.7777929783,68.1591796875,750,-20.267397483,-5.0798644724,-19.4145997376,-4.6120996441
-23.0475375299,40.2357700893,-50.3359797239,67.98828125,-50.7640955448,68.1787109375,756,-20.2547282784,-5.0784123911,-19.4086440286,-4.6138790036
-23.5255266769,40.4994419643,-50.3449007034,68.0126953125,-50.7512696981,68.1884765625,763,-20.258815539,-5.0808325266,-19.4030672897,-4.6147686833
-24.3067274332,40.7826450893,-50.3264311314,67.9833984375,-50.7393479347,68.1787109375,771,-20.2503534688,-5.077928364,-19.3978836505,-4.6138790036
-22.881780807,40.3676060268,-50.3261898279,68.0078125,-50.7453164816,68.1298828125,778,-20.2502429126,-5.0803484995,-19.400478803,-4.609430605
-23.5309961757,40.9235491071,-50.3144808531,67.9736328125,-50.7345701456,68.1103515625,786,-20.2448782964,-5.0769603098,-19.3958062451,-4.6076512456
